"Compound name","Smiles","logkp (cm/s)","skin donor type","skin source site","used layer","skin preparation","storage temperature (°C)","storage duration (days)","neat","donor/skin surface temperature (°C)","donor pH","donor type","acceptor temperature (°C)","acceptor pH","acceptor type","cell type","flux","notes","reference","DOI"
"1,1,1-Trichloropropanone","CC(=O)C(Cl)(Cl)Cl","-5.176","Mammaplasty","breast","epidermis, dermis","dermatomed 250-280um","-20","","0","40","7","Water","37","7.4","PBS","Glass diffusion cell","","","Xu, 2002","10.1006/taap.2002.9494"
"1,1-Dichloropropanone","ClC(C(=O)C)Cl","-4.923","Mammaplasty","breast","epidermis, dermis","dermatomed 250-280um","-20","","0","40","7","Water","37","7.4","PBS","Glass diffusion cell","","","Xu, 2002","10.1006/taap.2002.9494"
"1,2,4-Benzenetriol","Oc1ccc(c(c1)O)O","-7.456","Abdominoplasty","abdomen","epidermis","heat separation","-17","","0","37","","Water","37","7.4","PBS","Franz cell","","","du Plessis, 2002","10.1016/S0928-0987(02)00085-4"
"1,6-hexanediol diglycidyl ether","C(CCOCC1OC1)CCCOCC1OC1","-7.423","Mammaplasty","breast","epidermis, dermis","dermatomed","","0.125","0","32","","","","7.4","Hanks balanced salt solution","Flow through cell","","receptor- Hanks balanced salt solution, no phenol red and sodium bicarbonate, contains HEPES, BSA and gentamicin","Boogaard, 2000","10.1080/004982500237488"
"1-Butanol","CCCCO","-6.079","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Glass diffusion cell","","kp value given as a range (2-4*10^-3 cm/h); mean value used","Blank, 1967","10.1038/jid.1967.184"
"1-Butanol","CCCCO","-5.481","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Butanol","CCCCO","-5.659","Abdominoplasty","abdomen","epidermis","heat separation","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Butanol","CCCCO","-6.214","Cadaver","abdomen, back","epidermis","heat separation","4","7","0","25","","PBS","25","","PBS","Glass diffusion cell","","","Mitragotri, 1995","10.1002/jps.2600840607"
"1-Butanol","CCCCO","-6.214","Cadaver","","epidermis","heat separation","4","14","0","","","PBS","","","PBS","Franz cell","","","Mitragotri, 1996","10.1023/A:1016096626810"
"1-Butanol","CCCCO","-6.158","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Pyrex cell","","","Scheuplein, 1965","10.1038/jid.1965.140"
"1-Butanol","CCCCO","-6.079","","","epidermis","","","","0","30","","","30","","","","","kp value given as 2-4*10^-3 (cm/h); mean value used","Scheuplein, 1967","10.1038/jid.1967.11"
"1-Butanol","CCCCO","-7.778","Cadaver","abdomen","epidermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Butanol","CCCCO","-6.158","Cadaver","abdomen","epidermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Butanol","CCCCO","-5.816","Abdominoplasty","abdomen","epidermis, dermis","fat removed","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Butanol","CCCCO","-5.193","Abdominoplasty","abdomen","dermis","heat separation","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Butanol","CCCCO","-4.703","Abdominoplasty","abdomen","epidermis without stratum corneum","tape-stripped","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Butanol","CCCCO","-6.556","Cadaver","abdomen","dermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Butanol","CCCCO","-5.079","Cadaver","abdomen","dermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Decanol","CCCCCCCCCCO","-5.515","","abdomen","epidermis","prepared with NaBr solution","-80","","0","","","NaCl, sodium azide","","","","","","","Buist, 2010","10.1016/j.yrtph.2010.02.008"
"1-Decanol","CCCCCCCCCCO","-4.701","Abdominoplasty","abdomen","epidermis","heat separation","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Decanol","CCCCCCCCCCO","-4.602","","","epidermis","heat separation","","","0","","7.4","PBS","","7.4","PBS","Glass diffusion cell","","","Mitragotri, 2000","10.1023/A:1007547809430"
"1-Decanol","CCCCCCCCCCO","-9.653","Cadaver","abdomen","epidermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Decanol","CCCCCCCCCCO","-4.653","Cadaver","abdomen","epidermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Decanol","CCCCCCCCCCO","-6.41","Abdominoplasty","abdomen","epidermis, dermis","fat removed","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Decanol","CCCCCCCCCCO","-5.832","Abdominoplasty","abdomen","dermis","heat separation","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Dodecyl glycidyl ether","CCCCCCCCCCCCOCC1OC1","-9.036","Mammaplasty","breast","epidermis, dermis","dermatomed","","0.125","0","32","","","","7.4","Hanks balanced salt solution","Flow through cell","","receptor- Hanks balanced salt solution, no phenol red and sodium bicarbonate, contains HEPES, BSA and gentamicin","Boogaard, 2000","10.1080/004982500237488"
"1-Heptanol","CCCCCCCO","-5.051","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Pyrex cell","","","Scheuplein, 1965","10.1038/jid.1965.140"
"1-Heptanol","CCCCCCCO","-4.981","","","epidermis","","","","0","30","","","30","","","","","","Scheuplein, 1967","10.1038/jid.1967.11"
"1-Heptanol","CCCCCCCO","-2.051","","","","","","","0","","","","","","","","","","Scheuplein, 1971","10.1152/physrev.1971.51.4.702"
"1-Heptanol","CCCCCCCO","-5.051","Cadaver","abdomen","epidermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Heptanol","CCCCCCCO","-8.158","Cadaver","abdomen","epidermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Heptanol","CCCCCCCO","-5.158","Cadaver","abdomen","dermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Heptanol","CCCCCCCO","-7.711","Cadaver","abdomen","dermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Hexanol","CCCCCCO","-5.284","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Hexanol","CCCCCCO","-5.051","Abdominoplasty","abdomen","epidermis","heat separation","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Hexanol","CCCCCCO","-5.442","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Pyrex cell","","","Scheuplein, 1965","10.1038/jid.1965.140"
"1-Hexanol","CCCCCCO","-2.442","","","","","","","0","","","","","","","","","","Scheuplein, 1971","10.1152/physrev.1971.51.4.702"
"1-Hexanol","CCCCCCO","-5.442","Cadaver","abdomen","epidermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Hexanol","CCCCCCO","-7.84","Cadaver","abdomen","epidermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Hexanol","CCCCCCO","-4.859","Surgery","scalp","epidermis, dermis","dermatomed 420um, hydrated 10d","-20","210","0","31","","","31","","Sodium azide","","","10 day experiment","Bond, 1988","10.1111/1523-1747.ep12460958"
"1-Hexanol","CCCCCCO","-5.114","Cadaver","abdomen","epidermis, dermis","dermatomed 420um","-20","210","0","31","","","31","","Sodium azide","","","initial permeability study result","Bond, 1988","10.1111/1523-1747.ep12460958"
"1-Hexanol","CCCCCCO","-4.888","Surgery","scalp","epidermis, dermis","dermatomed 420um, hydrated 0.25d","-20","210","0","31","","","31","","Sodium azide","","","0.25 day day experiment","Bond, 1988","10.1111/1523-1747.ep12460958"
"1-Hexanol","CCCCCCO","-5.778","Abdominoplasty","abdomen","epidermis, dermis","fat removed","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Hexanol","CCCCCCO","-5.637","Abdominoplasty","abdomen","dermis","heat separation","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Hexanol","CCCCCCO","-5.255","Cadaver","abdomen","dermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Hexanol","CCCCCCO","-7.012","Cadaver","abdomen","dermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Hexyl-2-Pyrrolidone","CCCCCCN1CCCC1=O","-5.208","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Methoxy-2-Propanol","COCC(O)C","-6.397","Mammaplasty","breast","epidermis, dermis","dermatomed 330um","-70","","0","","7.4","","32","7.4","Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin","Glass diffusion cell","Jss= 48±6 nmol/(cm ^2*h); c=3mg/ml","","Wilkinson, 2002","10.1007/s00420-002-0367-8"
"1-Methoxy-2-Propanol","COCC(O)C","-6.459","Cadaver","abdomen","epidermis","heat separation","","","1","30","","","30","","Water","Glass diffusion cell","","","Dugard, 1984","10.1289/ehp.8457193"
"1-Nonanol","CCCCCCCCCO","-1.778","","","","","","","0","","","","","","","","","","Scheuplein, 1971","10.1152/physrev.1971.51.4.702"
"1-Nonanol","CCCCCCCCCO","-4.778","Cadaver","abdomen","epidermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Nonanol","CCCCCCCCCO","-9.079","Cadaver","abdomen","epidermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Octanol","CCCCCCCCO","-4.84","Cadaver","abdomen","epidermis, dermis","fat removed","","","0","22","","NaCl solution","22","","NaCl solution","","","","Blank, 1964","10.1038/jid.1964.174"
"1-Octanol","CCCCCCCCO","-4.87","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Octanol","CCCCCCCCO","-4.586","Abdominoplasty","abdomen","epidermis","heat separation","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Octanol","CCCCCCCCO","-4.711","","","epidermis","heat separation","","","0","","7.4","PBS","","7.4","PBS","Glass diffusion cell","","","Mitragotri, 2000","10.1023/A:1007547809430"
"1-Octanol","CCCCCCCCO","-4.84","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Pyrex cell","","","Scheuplein, 1965","10.1038/jid.1965.140"
"1-Octanol","CCCCCCCCO","-1.84","","","","","","","0","","","","","","","","","","Scheuplein, 1971","10.1152/physrev.1971.51.4.702"
"1-Octanol","CCCCCCCCO","-4.84","Cadaver","abdomen","epidermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Octanol","CCCCCCCCO","-8.556","Cadaver","abdomen","epidermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Octanol","CCCCCCCCO","-5.642","Abdominoplasty","abdomen","epidermis, dermis","fat removed","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Octanol","CCCCCCCCO","-5.764","Abdominoplasty","abdomen","dermis","heat separation","","","0","35","7.4","PBS","35","7.4","PBS with bovine serum albumin","Franz cell","","","Cross, 2003","10.1046/j.1523-1747.2003.12131.x"
"1-Octanol","CCCCCCCCO","-4.833","Abdominoplasty","abdomen","epidermis without stratum corneum","tape-stripped","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Octanol","CCCCCCCCO","-5.141","Cadaver","abdomen","dermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Octanol","CCCCCCCCO","-8.255","Cadaver","abdomen","dermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Octanol","CCCCCCCCO","-4.771","Cadaver","abdomen","stratum corneum","heat separation, hydrated","","","0","30","","","","","","Glass diffusion cell","","","Southwell, 1984","10.1016/0378-5173(84)90145-5"
"1-Octyl-2-Azacycloheptanone","CCCCCCCCN1CCCCCC1=O","-4.836","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Octyl-2-Azacycloheptanone","CCCCCCCCN1CCCCCC1=O","-4.674","Abdominoplasty","abdomen","epidermis without stratum corneum","tape-stripped","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Octyl-2-Pyrrolidone","CCCCCCCCN1CCCC1=O","-4.827","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Octyl-2-Pyrrolidone","CCCCCCCCN1CCCC1=O","-4.81","Abdominoplasty","abdomen","epidermis without stratum corneum","tape-stripped","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Pentanol","CCCCCO","-5.778","Cadaver","abdomen","epidermis, dermis","fat removed","","","0","22","","NaCl solution","22","","NaCl solution","","","","Blank, 1964","10.1038/jid.1964.174"
"1-Pentanol","CCCCCO","-5.125","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"1-Pentanol","CCCCCO","-5.778","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Pyrex cell","","","Scheuplein, 1965","10.1038/jid.1965.140"
"1-Pentanol","CCCCCO","-5.778","Cadaver","abdomen","epidermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Pentanol","CCCCCO","-7.849","Cadaver","abdomen","epidermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Pentanol","CCCCCO","-2.778","Cadaver","abdomen","dermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1971","10.1152/physrev.1971.51.4.702"
"1-Pentanol","CCCCCO","-5.176","Cadaver","abdomen","dermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Pentanol","CCCCCO","-6.653","Cadaver","abdomen","dermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Propanol","CCCO","-6.556","Cadaver","abdomen","epidermis, dermis","fat removed","","","0","22","","NaCl solution","22","","NaCl solution","","","","Blank, 1964","10.1038/jid.1964.174"
"1-Propanol","CCCO","-6.41","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Pyrex cell","","","Scheuplein, 1965","10.1038/jid.1965.140"
"1-Propanol","CCCO","-6.326","","","epidermis","","","","0","30","","","30","","","","","","Scheuplein, 1967","10.1038/jid.1967.11"
"1-Propanol","CCCO","-3.41","","","","","","","0","","","","","","","","","","Scheuplein, 1971","10.1152/physrev.1971.51.4.702"
"1-Propanol","CCCO","-6.477","Cadaver","abdomen","epidermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Propanol","CCCO","-7.352","Cadaver","abdomen","epidermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Propanol","CCCO","-5.065","Cadaver","abdomen","dermis","heat separation","4","","0","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"1-Propanol","CCCO","-6.301","Cadaver","abdomen","dermis","heat separation","4","","1","25","","","","","Water","Pyrex cell","","","Scheuplein, 1973","10.1111/1523-1747.ep12723090"
"17-Hydroxyprogesterone","O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(O)C(=O)C)C)C","-6.778","","","epidermis","","","","0","26","","","26","","","","","","Scheuplein, 1969","10.1038/jid.1969.9"
"2,3-Butanediol","CC(C(O)C)O","-7.857","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Glass diffusion cell","","kp value given as <0.05*10^-3 cm/h","Blank, 1967","10.1038/jid.1967.184"
"2,3-Butanediol","CC(C(O)C)O","-7.857","","","epidermis","","","","0","30","","","30","","","","","kp value given as <0.05*10^-3 (cm/h); minimum value used","Scheuplein, 1967","10.1038/jid.1967.11"
"2,4,6-Trichlorophenol","Clc1cc(Cl)c(c(c1)Cl)O","-4.783","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"2,4-Dichlorophenol","Clc1ccc(c(c1)Cl)O","-5.065","","abdomen","epidermis","prepared with NaBr solution","-80","","0","","","NaCl, sodium azide","","","","","","","Buist, 2010","10.1016/j.yrtph.2010.02.008"
"2,4-Dichlorophenol","Clc1ccc(c(c1)Cl)O","-4.778","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"2-(2-Ethoxyethoxy)ethanol","OCCOCCOCC","-7.436","Cadaver","abdomen","epidermis","heat separation","","","1","30","","","30","","Water","Glass diffusion cell","","","Dugard, 1984","10.1289/ehp.8457193"
"2-(2-Methoxyethoxy)ethanol","COCCOCCO","-7.242","Cadaver","abdomen","epidermis","heat separation","","","1","30","","","30","","Water","Glass diffusion cell","","","Dugard, 1984","10.1289/ehp.8457193"
"2-Amino-4-Nitrophenol","[O-][N+](=O)c1ccc(c(c1)N)O","-8.079","Cadaver","abdomen","epidermis","heat separation","4","28","0","32","9.7","Borate buffer","32","","NaCl solution","Glass diffusion cell","","kp value given as <3.0*10^-5 cm/h","Bronaugh, 1984","10.1111/1523-1747.ep12263302"
"2-Amino-4-Nitrophenol","[O-][N+](=O)c1ccc(c(c1)N)O","-6.737","Cadaver","abdomen","epidermis","heat separation","4","28","0","32","","Water","32","","NaCl solution","Glass diffusion cell","","","Bronaugh, 1984","10.1111/1523-1747.ep12263302"
"2-Butoxyethanol","CCCCOCCO","-5.34","Mammaplasty","breast","epidermis, dermis","dermatomed 330um","-70","","0","","7.4","","32","7.4","Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin","Glass diffusion cell","Jss= 544±64 nmol/(cm^2*h) c= 3mg/ml; Jss= 261±23 nmol/(cm^2*h) c=3mg/ml; Jss= 894±217 nmol/(cm^2*h) c= 6mg/ml","","Wilkinson, 2002","10.1007/s00420-002-0367-8"
"2-Butoxyethanol","CCCCOCCO","-7.226","Cadaver","abdomen","epidermis","heat separation","","","1","30","","","30","","Water","Glass diffusion cell","","","Dugard, 1984","10.1289/ehp.8457193"
"2-Ethoxyethanol","OCCOCC","-7.158","Cadaver","abdomen","epidermis","heat separation","","","0","","","","","","","Glass diffusion cell","","kp value given as a range (0.2-0.3*10^-3 cm/h); mean value used","Blank, 1967","10.1038/jid.1967.184"
"2-Ethoxyethanol","OCCOCC","-7.158","","","epidermis","","","","0","30","","","30","","","","","kp value given as 0.2-0.3*10^-3 (cm/h); mean value used","Scheuplein, 1967","10.1038/jid.1967.11"
"2-Ethoxyethanol","OCCOCC","-5.544","Mammaplasty","breast","epidermis, dermis","dermatomed 330um","-70","","0","","7.4","","32","7.4","Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin","Glass diffusion cell","Jss= 143±19 nmol/(cm^2*h) c=3mg/ml; Jss= 1084±74 nmol/(cm^2*h) c= 6mg/ml","","Wilkinson, 2002","10.1007/s00420-002-0367-8"
"2-Ethoxyethanol","OCCOCC","-7.785","Mammaplasty","breast","epidermis, dermis","dermatomed 330um","","","0","","","Methanol","32","7.3","Cell culture medium","Flow through cell","","","Lockley, 2002","10.1006/taap.2002.9373"
"2-Ethoxyethanol","OCCOCC","-7.687","Mammaplasty","breast","epidermis, dermis","dermatomed 330um","","","1","","","","32","7.3","Cell culture medium","Flow through cell","","","Lockley, 2002","10.1006/taap.2002.9373"
"2-Ethoxyethanol","OCCOCC","-6.631","Cadaver","abdomen","epidermis","heat separation","","","1","30","","","30","","Water","Glass diffusion cell","","","Dugard, 1984","10.1289/ehp.8457193"
"2-Ethoxyethanol","OCCOCC","-5.647","Mammaplasty","breast","epidermis, dermis","dermatomed 330um","-70","","0","","7.4","","32","7.4","Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin, 2% (w/v) bovine serum albumin fraction V","Glass diffusion cell","Jss= 270±28 nmol/(cm^2*h); c=3mg/ml","","Wilkinson, 2002","10.1007/s00420-002-0367-8"
"2-Ethoxyethanol","OCCOCC","-5.63","Mammaplasty","breast","epidermis, dermis","dermatomed 330um","-70","","0","","7.4","","32","7.4","Eagle’s Minimal Essential Medium, sodium hydrogen carbonate, gentamicin, 2% PEG 20","Glass diffusion cell","Jss= 281±19 nmol/(cm^2*h); c=3mg/ml","","Wilkinson, 2002","10.1007/s00420-002-0367-8"
"2-Ethoxyethanol","OCCOCC","-5.545","Mammaplasty","breast","epidermis, dermis","dermatomed 330um","-70","","0","","7.4","","32","7.4","","Glass diffusion cell","Jss= 342±18 nmol/(cm^2*h); c=3mg/ml","","Wilkinson, 2002","10.1007/s00420-002-0367-8"
"2-Ethoxyethyl acetate","CCOCCOC(=O)C","-6.395","Cadaver","","stratum corneum","heat separation","4","2","1","","","","37","7.1","Dulbecco PBS","Franz cell","","also stored at -70 deg. C","Barber, 1992","10.1016/0272-0590(92)90086-W"
"2-Ethoxyethyl acetate","CCOCCOC(=O)C","-6.649","Cadaver","abdomen","epidermis","heat separation","","","1","30","","","30","","Water","Glass diffusion cell","","","Dugard, 1984","10.1289/ehp.8457193"
"2-Ethylhexanol","CCCCC(CO)CC","-7.899","Cadaver","","stratum corneum","heat separation","4","2","1","","","","30","7.1","Dulbecco PBS","Franz cell","","acceptor medium contained polyethoxyoleate; also stored at -70 deg. C","Barber, 1992","10.1016/0272-0590(92)90086-W"
"2-Hydroxypropyl Nicotinate","CC(COC(=O)c1cccnc1)O","-8.025","Abdominoplasty or mammaplasty","abdomen, breast","epidermis","heat separation","4","","0","37","7.4","","37","","PBS","Franz cell","Jss= 3.4 ug/(cm^2*h); c=100mg/ml","","Dalpozzo, 1991","10.1002/jps.2600800114"
"2-Methoxyethanol","COCCO","-6.095","Cadaver","abdomen","epidermis","heat separation","","","1","30","","","30","","Water","Glass diffusion cell","","","Dugard, 1984","10.1289/ehp.8457193"
"2-Naphthol","Oc1ccc2c(c1)cccc2","-5.111","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"2-Naphthol","Oc1ccc2c(c1)cccc2","-4.757","Abdominoplasty","abdomen","epidermis","heat separation","-20","90","0","32","7.4","PBS","32","","PBS with ethanol","Franz cell","","","Zhang, 2009","10.1007/s11095-009-9912-4"
"2-Nitro-p-Phenylenediamine","Nc1ccc(c(c1)[N+](=O)[O-])N","-6.857","Cadaver","abdomen","epidermis","heat separation","4","28","0","32","9.7","Borate buffer","32","","NaCl solution","Glass diffusion cell","","","Bronaugh, 1984","10.1111/1523-1747.ep12263302"
"2-phenoxyethanol","OCCOc1ccccc1","-6.43","Surgery","abdomen, leg, breast","epidermis, dermis","dermatomed 330um","","","0","37","","Methanol","37","","Cell culture medium","Flow through cell","","","Roper, 1997","10.1016/s0278-6915(97)00109-9"
"2-Phenylethanol","OCCc1ccccc1","-5.276","Abdominoplasty","abdomen","epidermis","heat separation","-20","","0","","","","37","","","Glass diffusion cell","","","Chantasart, 2010","10.1007/s11095-010-0181-z"
"2-Phenylphenol","Oc1ccccc1c1ccccc1","-6.355","Abdominoplasty","abdomen","epidermis, dermis","","-20","","0","","","Ethanol 60%","32","","Dulbecco’s MEM, Hepes, Ham F-12+glutamax-I, BSA,L-glutamine, hydrocortisone, EGF, gentamycin","Static diffusion cell","","","Cnubben, 2002","10.1006/rtph.2001.1530"
"2-Phenylphenol","Oc1ccccc1c1ccccc1","-5.294","Abdominoplasty","abdomen","epidermis","prepared with NaBr solution","-20","","0","","","Ethanol 60%","32","","0.9% NaCl, 0.01% sodium azide, 3% BSA","Static diffusion cell","","","Cnubben, 2002","10.1006/rtph.2001.1530"
"2-Propoxyethanol","CCCOCCO","-6.748","Cadaver","","stratum corneum","heat separation","4","2","1","","","","30","7.1","Dulbecco PBS","Franz cell","","acceptor medium contained polyethoxyoleate; also stored at -70 deg. C","Barber, 1992","10.1016/0272-0590(92)90086-W"
"2-Propoxyethanol","CCCOCCO","-6.543","Surgery","abdomen","epidermis, dermis","fat removed","-25","120","0","","","","32","","NaCl solution","Franz cell","","","Venier, 2004","10.1016/j.tiv.2004.03.004"
"2-Propoxyethanol","CCCOCCO","-6.923","Surgery","abdomen","epidermis, dermis","fat removed","-25","120","1","","","","32","","NaCl solution","Franz cell","","","Venier, 2004","10.1016/j.tiv.2004.03.004"
"3,4-Xylenol","Oc1ccc(c(c1)C)C","-5","Cadaver","abdomen","epidermis","exposure to ammonia fumes","","","0","25","","","25","","","Pyrex cell","","","Roberts, 1977","10.1111/j.2042-7158.1977.tb11434.x"
"4,4'-Methylenedianiline","Nc1ccc(cc1)Cc1ccc(cc1)N","-6.219","","abdomen","epidermis, dermis","fat removed","-20","","0","32","","Ethanol","","","NaCl solution","Flow through cell","","","Kenyon, 2004","10.1016/j.tox.2003.11.004"
